01.10.2020,929,65,843,0,21
30.09.2020,929,65,843,0,21
29.09.2020,927,69,837,0,21
28.09.2020,927,69,837,0,21
27.09.2020,922,64,837,0,21
26.09.2020,921,63,837,0,21
25.09.2020,920,62,837,0,21
